datetime,workingday,weather,temp,humidity,windspeed,year,month,hour_x,hour_y
2011-07-15 16:00:00,1,1,29.52,51,12.998,2011,7,-0.8660254037844384,-0.5000000000000004
2011-07-15 17:00:00,1,1,30.34,42,16.9979,2011,7,-0.9659258262890683,-0.25881904510252063
2011-07-15 18:00:00,1,1,29.52,45,15.0013,2011,7,-1.0,-1.8369701987210297e-16
2011-07-15 19:00:00,1,1,28.7,45,15.0013,2011,7,-0.9659258262890684,0.2588190451025203
2011-07-15 20:00:00,1,1,28.7,51,15.0013,2011,7,-0.8660254037844386,0.5000000000000001
2011-07-15 21:00:00,1,1,27.06,54,7.0015,2011,7,-0.7071067811865477,0.7071067811865474
2011-07-15 22:00:00,1,1,27.06,57,15.0013,2011,7,-0.5000000000000004,0.8660254037844384
2011-07-15 23:00:00,1,1,26.24,61,11.0014,2011,7,-0.25881904510252157,0.9659258262890681
2011-07-16 00:00:00,0,1,25.42,65,12.998,2011,7,0.0,1.0
2011-07-16 01:00:00,0,1,24.6,69,7.0015,2011,7,0.25881904510252074,0.9659258262890683
2011-07-16 02:00:00,0,1,24.6,73,8.9981,2011,7,0.49999999999999994,0.8660254037844387
2011-07-16 03:00:00,0,1,24.6,78,8.9981,2011,7,0.7071067811865475,0.7071067811865476
2011-07-16 04:00:00,0,1,24.6,73,6.0032,2011,7,0.8660254037844386,0.5000000000000001
2011-07-16 05:00:00,0,1,23.78,78,6.0032,2011,7,0.9659258262890683,0.25881904510252074
2011-07-16 06:00:00,0,1,24.6,78,11.0014,2011,7,1.0,6.123233995736766e-17
2011-07-16 07:00:00,0,1,25.42,73,8.9981,2011,7,0.9659258262890683,-0.25881904510252063
2011-07-16 08:00:00,0,1,27.06,65,11.0014,2011,7,0.8660254037844387,-0.4999999999999998
2011-07-16 09:00:00,0,1,28.7,54,15.0013,2011,7,0.7071067811865476,-0.7071067811865475
2011-07-16 10:00:00,0,1,29.52,54,12.998,2011,7,0.49999999999999994,-0.8660254037844387
2011-07-16 11:00:00,0,1,30.34,48,15.0013,2011,7,0.258819045102521,-0.9659258262890682
2011-07-16 12:00:00,0,1,31.16,43,19.0012,2011,7,1.2246467991473532e-16,-1.0
2011-07-16 13:00:00,0,1,31.16,45,19.9995,2011,7,-0.2588190451025208,-0.9659258262890683
2011-07-16 14:00:00,0,1,30.34,45,19.9995,2011,7,-0.4999999999999997,-0.8660254037844388
2011-07-16 15:00:00,0,1,31.16,45,22.0028,2011,7,-0.7071067811865471,-0.7071067811865479
2011-07-16 16:00:00,0,1,31.16,45,19.0012,2011,7,-0.8660254037844384,-0.5000000000000004
2011-07-16 17:00:00,0,1,31.16,45,15.0013,2011,7,-0.9659258262890683,-0.25881904510252063
2011-07-16 18:00:00,0,1,31.16,45,19.0012,2011,7,-1.0,-1.8369701987210297e-16
2011-07-16 19:00:00,0,1,30.34,48,12.998,2011,7,-0.9659258262890684,0.2588190451025203
2011-07-16 20:00:00,0,1,29.52,51,15.0013,2011,7,-0.8660254037844386,0.5000000000000001
2011-07-16 21:00:00,0,1,28.7,58,15.0013,2011,7,-0.7071067811865477,0.7071067811865474
2011-07-16 22:00:00,0,1,28.7,65,19.0012,2011,7,-0.5000000000000004,0.8660254037844384
2011-07-16 23:00:00,0,1,27.88,61,15.0013,2011,7,-0.25881904510252157,0.9659258262890681
2011-07-17 00:00:00,0,1,27.06,65,15.0013,2011,7,0.0,1.0
2011-07-17 01:00:00,0,1,26.24,69,12.998,2011,7,0.25881904510252074,0.9659258262890683
2011-07-17 02:00:00,0,1,26.24,69,15.0013,2011,7,0.49999999999999994,0.8660254037844387
2011-07-17 03:00:00,0,1,26.24,69,15.0013,2011,7,0.7071067811865475,0.7071067811865476
2011-07-17 04:00:00,0,1,25.42,73,11.0014,2011,7,0.8660254037844386,0.5000000000000001
2011-07-17 05:00:00,0,1,26.24,69,15.0013,2011,7,0.9659258262890683,0.25881904510252074
2011-07-17 06:00:00,0,1,25.42,73,11.0014,2011,7,1.0,6.123233995736766e-17
2011-07-17 07:00:00,0,1,26.24,73,11.0014,2011,7,0.9659258262890683,-0.25881904510252063
2011-07-17 08:00:00,0,1,27.88,65,15.0013,2011,7,0.8660254037844387,-0.4999999999999998
2011-07-17 09:00:00,0,1,29.52,58,15.0013,2011,7,0.7071067811865476,-0.7071067811865475
2011-07-17 10:00:00,0,1,30.34,60,15.0013,2011,7,0.49999999999999994,-0.8660254037844387
2011-07-17 11:00:00,0,1,31.16,55,19.0012,2011,7,0.258819045102521,-0.9659258262890682
2011-07-17 12:00:00,0,1,31.16,55,19.0012,2011,7,1.2246467991473532e-16,-1.0
2011-07-17 13:00:00,0,1,32.8,49,19.9995,2011,7,-0.2588190451025208,-0.9659258262890683
2011-07-17 14:00:00,0,1,32.8,49,23.9994,2011,7,-0.4999999999999997,-0.8660254037844388
2011-07-17 15:00:00,0,1,33.62,43,19.9995,2011,7,-0.7071067811865471,-0.7071067811865479
2011-07-17 16:00:00,0,1,32.8,46,19.9995,2011,7,-0.8660254037844384,-0.5000000000000004
2011-07-17 17:00:00,0,1,32.8,49,26.0027,2011,7,-0.9659258262890683,-0.25881904510252063
2011-07-17 18:00:00,0,1,32.8,46,19.9995,2011,7,-1.0,-1.8369701987210297e-16
2011-07-17 19:00:00,0,1,31.16,55,19.0012,2011,7,-0.9659258262890684,0.2588190451025203
2011-07-17 20:00:00,0,1,31.16,58,16.9979,2011,7,-0.8660254037844386,0.5000000000000001
2011-07-17 21:00:00,0,1,30.34,62,15.0013,2011,7,-0.7071067811865477,0.7071067811865474
2011-07-17 22:00:00,0,1,29.52,66,15.0013,2011,7,-0.5000000000000004,0.8660254037844384
2011-07-17 23:00:00,0,1,28.7,74,8.9981,2011,7,-0.25881904510252157,0.9659258262890681
2011-07-18 00:00:00,1,1,28.7,74,8.9981,2011,7,0.0,1.0
2011-07-18 01:00:00,1,1,28.7,74,15.0013,2011,7,0.25881904510252074,0.9659258262890683
2011-07-18 02:00:00,1,1,27.06,83,15.0013,2011,7,0.49999999999999994,0.8660254037844387
2011-07-18 03:00:00,1,1,27.06,78,12.998,2011,7,0.7071067811865475,0.7071067811865476
2011-07-18 04:00:00,1,1,26.24,78,11.0014,2011,7,0.8660254037844386,0.5000000000000001
2011-07-18 05:00:00,1,1,26.24,78,7.0015,2011,7,0.9659258262890683,0.25881904510252074
2011-07-18 06:00:00,1,1,26.24,83,7.0015,2011,7,1.0,6.123233995736766e-17
2011-07-18 07:00:00,1,1,27.88,74,15.0013,2011,7,0.9659258262890683,-0.25881904510252063
2011-07-18 08:00:00,1,1,28.7,70,12.998,2011,7,0.8660254037844387,-0.4999999999999998
2011-07-18 09:00:00,1,1,30.34,67,15.0013,2011,7,0.7071067811865476,-0.7071067811865475
2011-07-18 10:00:00,1,1,31.16,62,12.998,2011,7,0.49999999999999994,-0.8660254037844387
2011-07-18 11:00:00,1,1,32.8,55,6.0032,2011,7,0.258819045102521,-0.9659258262890682
2011-07-18 12:00:00,1,1,32.8,59,12.998,2011,7,1.2246467991473532e-16,-1.0
2011-07-18 13:00:00,1,1,33.62,56,16.9979,2011,7,-0.2588190451025208,-0.9659258262890683
2011-07-18 14:00:00,1,1,33.62,56,22.0028,2011,7,-0.4999999999999997,-0.8660254037844388
2011-07-18 15:00:00,1,1,34.44,53,22.0028,2011,7,-0.7071067811865471,-0.7071067811865479
2011-07-18 16:00:00,1,1,34.44,53,19.0012,2011,7,-0.8660254037844384,-0.5000000000000004
2011-07-18 17:00:00,1,1,34.44,49,22.0028,2011,7,-0.9659258262890683,-0.25881904510252063
2011-07-18 18:00:00,1,1,33.62,49,23.9994,2011,7,-1.0,-1.8369701987210297e-16
2011-07-18 19:00:00,1,1,32.8,55,15.0013,2011,7,-0.9659258262890684,0.2588190451025203
2011-07-18 20:00:00,1,1,31.98,59,15.0013,2011,7,-0.8660254037844386,0.5000000000000001
2011-07-18 21:00:00,1,1,30.34,66,12.998,2011,7,-0.7071067811865477,0.7071067811865474
2011-07-18 22:00:00,1,1,31.16,66,15.0013,2011,7,-0.5000000000000004,0.8660254037844384
2011-07-18 23:00:00,1,1,30.34,66,11.0014,2011,7,-0.25881904510252157,0.9659258262890681
2011-07-19 00:00:00,1,1,30.34,66,7.0015,2011,7,0.0,1.0
2011-07-19 01:00:00,1,2,30.34,66,8.9981,2011,7,0.25881904510252074,0.9659258262890683
2011-07-19 02:00:00,1,1,29.52,70,11.0014,2011,7,0.49999999999999994,0.8660254037844387
2011-07-19 03:00:00,1,1,29.52,70,11.0014,2011,7,0.7071067811865475,0.7071067811865476
2011-07-19 04:00:00,1,1,29.52,70,8.9981,2011,7,0.8660254037844386,0.5000000000000001
2011-07-19 05:00:00,1,2,28.7,74,7.0015,2011,7,0.9659258262890683,0.25881904510252074
2011-07-19 06:00:00,1,2,29.52,74,7.0015,2011,7,1.0,6.123233995736766e-17
2011-07-19 07:00:00,1,2,30.34,70,11.0014,2011,7,0.9659258262890683,-0.25881904510252063
2011-07-19 08:00:00,1,2,31.16,70,11.0014,2011,7,0.8660254037844387,-0.4999999999999998
2011-07-19 09:00:00,1,2,32.8,63,8.9981,2011,7,0.7071067811865476,-0.7071067811865475
2011-07-19 10:00:00,1,2,33.62,56,11.0014,2011,7,0.49999999999999994,-0.8660254037844387
2011-07-19 11:00:00,1,1,33.62,59,0.0,2011,7,0.258819045102521,-0.9659258262890682
2011-07-19 12:00:00,1,1,34.44,56,6.0032,2011,7,1.2246467991473532e-16,-1.0
2011-07-19 13:00:00,1,1,35.26,53,7.0015,2011,7,-0.2588190451025208,-0.9659258262890683
2011-07-19 14:00:00,1,1,35.26,50,12.998,2011,7,-0.4999999999999997,-0.8660254037844388
2011-07-19 15:00:00,1,1,36.08,44,12.998,2011,7,-0.7071067811865471,-0.7071067811865479
2011-07-19 16:00:00,1,1,36.9,42,19.9995,2011,7,-0.8660254037844384,-0.5000000000000004
2011-07-19 17:00:00,1,1,32.8,66,0.0,2011,7,-0.9659258262890683,-0.25881904510252063
2011-07-19 18:00:00,1,1,32.8,66,8.9981,2011,7,-1.0,-1.8369701987210297e-16
2011-07-19 19:00:00,1,1,31.16,75,12.998,2011,7,-0.9659258262890684,0.2588190451025203
2011-07-19 20:00:00,1,1,30.34,74,6.0032,2011,7,-0.8660254037844386,0.5000000000000001
2011-07-19 21:00:00,1,1,30.34,74,8.9981,2011,7,-0.7071067811865477,0.7071067811865474
2011-07-19 22:00:00,1,1,30.34,74,0.0,2011,7,-0.5000000000000004,0.8660254037844384
2011-07-19 23:00:00,1,3,29.52,79,11.0014,2011,7,-0.25881904510252157,0.9659258262890681
2011-08-01 00:00:00,1,1,29.52,70,15.0013,2011,8,0.0,1.0
2011-08-01 01:00:00,1,1,29.52,74,12.998,2011,8,0.25881904510252074,0.9659258262890683
2011-08-01 02:00:00,1,1,28.7,74,7.0015,2011,8,0.49999999999999994,0.8660254037844387
2011-08-01 03:00:00,1,1,28.7,79,11.0014,2011,8,0.7071067811865475,0.7071067811865476
2011-08-01 04:00:00,1,1,27.06,83,8.9981,2011,8,0.8660254037844386,0.5000000000000001
2011-08-01 05:00:00,1,1,27.06,83,7.0015,2011,8,0.9659258262890683,0.25881904510252074
2011-08-01 06:00:00,1,1,27.06,83,6.0032,2011,8,1.0,6.123233995736766e-17
2011-08-01 07:00:00,1,1,30.34,62,0.0,2011,8,0.9659258262890683,-0.25881904510252063
2011-08-01 08:00:00,1,1,32.8,43,12.998,2011,8,0.8660254037844387,-0.4999999999999998
2011-08-01 09:00:00,1,1,33.62,41,0.0,2011,8,0.7071067811865476,-0.7071067811865475
2011-08-01 10:00:00,1,1,35.26,36,11.0014,2011,8,0.49999999999999994,-0.8660254037844387
2011-08-01 11:00:00,1,1,36.08,32,11.0014,2011,8,0.258819045102521,-0.9659258262890682
2011-08-01 12:00:00,1,1,36.9,33,16.9979,2011,8,1.2246467991473532e-16,-1.0
2011-08-01 13:00:00,1,1,36.9,31,19.9995,2011,8,-0.2588190451025208,-0.9659258262890683
2011-08-01 14:00:00,1,1,37.72,29,12.998,2011,8,-0.4999999999999997,-0.8660254037844388
2011-08-01 15:00:00,1,1,36.9,27,0.0,2011,8,-0.7071067811865471,-0.7071067811865479
2011-08-01 16:00:00,1,1,36.9,27,0.0,2011,8,-0.8660254037844384,-0.5000000000000004
2011-08-01 17:00:00,1,1,31.16,45,19.9995,2011,8,-0.9659258262890683,-0.25881904510252063
2011-08-01 18:00:00,1,1,31.98,43,12.998,2011,8,-1.0,-1.8369701987210297e-16
2011-08-01 19:00:00,1,1,30.34,51,15.0013,2011,8,-0.9659258262890684,0.2588190451025203
2011-08-01 20:00:00,1,1,29.52,62,15.0013,2011,8,-0.8660254037844386,0.5000000000000001
2011-08-01 21:00:00,1,1,28.7,70,16.9979,2011,8,-0.7071067811865477,0.7071067811865474
2011-08-01 22:00:00,1,1,28.7,70,6.0032,2011,8,-0.5000000000000004,0.8660254037844384
2011-08-01 23:00:00,1,1,27.88,74,12.998,2011,8,-0.25881904510252157,0.9659258262890681
2011-08-02 00:00:00,1,1,27.06,74,0.0,2011,8,0.0,1.0
2011-08-02 01:00:00,1,1,27.06,74,7.0015,2011,8,0.25881904510252074,0.9659258262890683
2011-08-02 02:00:00,1,1,27.88,69,0.0,2011,8,0.49999999999999994,0.8660254037844387
2011-08-02 03:00:00,1,1,27.06,74,12.998,2011,8,0.7071067811865475,0.7071067811865476
2011-08-02 04:00:00,1,1,27.06,74,7.0015,2011,8,0.8660254037844386,0.5000000000000001
2011-08-02 05:00:00,1,1,27.06,74,8.9981,2011,8,0.9659258262890683,0.25881904510252074
2011-08-02 06:00:00,1,1,27.88,69,7.0015,2011,8,1.0,6.123233995736766e-17
2011-08-02 07:00:00,1,1,29.52,61,19.0012,2011,8,0.9659258262890683,-0.25881904510252063
2011-08-02 08:00:00,1,1,30.34,58,19.0012,2011,8,0.8660254037844387,-0.4999999999999998
2011-08-02 09:00:00,1,1,31.98,46,19.9995,2011,8,0.7071067811865476,-0.7071067811865475
2011-08-02 10:00:00,1,1,33.62,36,19.9995,2011,8,0.49999999999999994,-0.8660254037844387
2011-08-02 11:00:00,1,1,34.44,32,27.9993,2011,8,0.258819045102521,-0.9659258262890682
2011-08-02 12:00:00,1,1,35.26,30,19.0012,2011,8,1.2246467991473532e-16,-1.0
2011-08-02 13:00:00,1,1,35.26,30,15.0013,2011,8,-0.2588190451025208,-0.9659258262890683
2011-08-02 14:00:00,1,1,36.9,25,19.0012,2011,8,-0.4999999999999997,-0.8660254037844388
2011-08-02 15:00:00,1,1,36.9,25,19.0012,2011,8,-0.7071067811865471,-0.7071067811865479
2011-08-02 16:00:00,1,1,36.9,25,19.0012,2011,8,-0.8660254037844384,-0.5000000000000004
2011-08-02 17:00:00,1,2,36.9,27,8.9981,2011,8,-0.9659258262890683,-0.25881904510252063
2011-08-02 18:00:00,1,2,35.26,34,12.998,2011,8,-1.0,-1.8369701987210297e-16
2011-08-02 19:00:00,1,2,35.26,36,15.0013,2011,8,-0.9659258262890684,0.2588190451025203
2011-08-02 20:00:00,1,2,33.62,46,16.9979,2011,8,-0.8660254037844386,0.5000000000000001
2011-08-02 21:00:00,1,1,32.8,52,15.0013,2011,8,-0.7071067811865477,0.7071067811865474
2011-08-02 22:00:00,1,2,31.98,59,11.0014,2011,8,-0.5000000000000004,0.8660254037844384
2011-08-02 23:00:00,1,2,32.8,49,11.0014,2011,8,-0.25881904510252157,0.9659258262890681
2011-08-03 00:00:00,1,2,32.8,49,11.0014,2011,8,0.0,1.0
2011-08-03 01:00:00,1,2,31.98,52,11.0014,2011,8,0.25881904510252074,0.9659258262890683
2011-08-03 02:00:00,1,2,31.98,49,11.0014,2011,8,0.49999999999999994,0.8660254037844387
2011-08-03 03:00:00,1,2,31.16,55,6.0032,2011,8,0.7071067811865475,0.7071067811865476
2011-08-03 04:00:00,1,2,31.16,52,11.0014,2011,8,0.8660254037844386,0.5000000000000001
2011-08-03 05:00:00,1,2,31.16,55,6.0032,2011,8,0.9659258262890683,0.25881904510252074
2011-08-03 06:00:00,1,3,29.52,66,32.9975,2011,8,1.0,6.123233995736766e-17
2011-08-03 07:00:00,1,2,30.34,51,15.0013,2011,8,0.9659258262890683,-0.25881904510252063
2011-08-03 08:00:00,1,2,30.34,51,11.0014,2011,8,0.8660254037844387,-0.4999999999999998
2011-08-03 09:00:00,1,2,30.34,55,12.998,2011,8,0.7071067811865476,-0.7071067811865475
2011-08-03 10:00:00,1,3,30.34,58,6.0032,2011,8,0.49999999999999994,-0.8660254037844387
2011-08-03 11:00:00,1,2,30.34,58,7.0015,2011,8,0.258819045102521,-0.9659258262890682
2011-08-03 12:00:00,1,3,31.16,55,8.9981,2011,8,1.2246467991473532e-16,-1.0
2011-08-03 13:00:00,1,2,31.16,58,15.0013,2011,8,-0.2588190451025208,-0.9659258262890683
2011-08-03 14:00:00,1,2,31.16,58,15.0013,2011,8,-0.4999999999999997,-0.8660254037844388
2011-08-03 15:00:00,1,2,28.7,79,8.9981,2011,8,-0.7071067811865471,-0.7071067811865479
2011-08-03 16:00:00,1,3,27.88,79,0.0,2011,8,-0.8660254037844384,-0.5000000000000004
2011-08-03 17:00:00,1,2,28.7,79,0.0,2011,8,-0.9659258262890683,-0.25881904510252063
2011-08-03 18:00:00,1,3,28.7,84,0.0,2011,8,-1.0,-1.8369701987210297e-16
2011-08-03 19:00:00,1,3,28.7,84,0.0,2011,8,-0.9659258262890684,0.2588190451025203
2011-08-03 20:00:00,1,3,28.7,84,7.0015,2011,8,-0.8660254037844386,0.5000000000000001
2011-08-03 21:00:00,1,2,27.88,89,8.9981,2011,8,-0.7071067811865477,0.7071067811865474
2011-08-03 22:00:00,1,3,27.88,89,7.0015,2011,8,-0.5000000000000004,0.8660254037844384
2011-08-03 23:00:00,1,2,27.88,89,6.0032,2011,8,-0.25881904510252157,0.9659258262890681
2011-08-04 00:00:00,1,2,27.88,89,6.0032,2011,8,0.0,1.0
2011-08-04 01:00:00,1,2,27.06,94,6.0032,2011,8,0.25881904510252074,0.9659258262890683
2011-08-04 02:00:00,1,2,27.06,94,6.0032,2011,8,0.49999999999999994,0.8660254037844387
2011-08-04 03:00:00,1,3,27.06,94,6.0032,2011,8,0.7071067811865475,0.7071067811865476
2011-08-04 04:00:00,1,2,27.88,89,0.0,2011,8,0.8660254037844386,0.5000000000000001
2011-08-04 05:00:00,1,2,27.88,89,0.0,2011,8,0.9659258262890683,0.25881904510252074
2011-08-04 06:00:00,1,2,27.88,89,19.9995,2011,8,1.0,6.123233995736766e-17
2011-08-04 07:00:00,1,2,27.88,89,19.9995,2011,8,0.9659258262890683,-0.25881904510252063
2011-08-04 08:00:00,1,2,28.7,82,23.9994,2011,8,0.8660254037844387,-0.4999999999999998
2011-08-04 09:00:00,1,1,29.52,74,22.0028,2011,8,0.7071067811865476,-0.7071067811865475
2011-08-04 10:00:00,1,1,29.52,71,19.9995,2011,8,0.49999999999999994,-0.8660254037844387
2011-08-04 11:00:00,1,2,30.34,66,15.0013,2011,8,0.258819045102521,-0.9659258262890682
2011-08-04 12:00:00,1,2,31.16,62,15.0013,2011,8,1.2246467991473532e-16,-1.0
2011-08-04 13:00:00,1,1,31.16,58,0.0,2011,8,-0.2588190451025208,-0.9659258262890683
2011-08-04 14:00:00,1,1,32.8,55,11.0014,2011,8,-0.4999999999999997,-0.8660254037844388
2011-08-04 15:00:00,1,1,32.8,55,16.9979,2011,8,-0.7071067811865471,-0.7071067811865479
2011-08-04 16:00:00,1,1,31.16,62,22.0028,2011,8,-0.8660254037844384,-0.5000000000000004
2011-08-04 17:00:00,1,1,31.16,62,22.0028,2011,8,-0.9659258262890683,-0.25881904510252063
2011-08-04 18:00:00,1,1,28.7,74,19.9995,2011,8,-1.0,-1.8369701987210297e-16
2011-08-04 19:00:00,1,1,28.7,74,19.0012,2011,8,-0.9659258262890684,0.2588190451025203
2011-08-04 20:00:00,1,2,28.7,74,12.998,2011,8,-0.8660254037844386,0.5000000000000001
2011-08-04 21:00:00,1,2,28.7,74,12.998,2011,8,-0.7071067811865477,0.7071067811865474
2011-08-04 22:00:00,1,1,27.88,74,12.998,2011,8,-0.5000000000000004,0.8660254037844384
2011-08-04 23:00:00,1,1,27.06,74,7.0015,2011,8,-0.25881904510252157,0.9659258262890681
2011-08-05 00:00:00,1,1,27.06,74,7.0015,2011,8,0.0,1.0
2011-08-05 01:00:00,1,1,26.24,78,6.0032,2011,8,0.25881904510252074,0.9659258262890683
2011-08-05 02:00:00,1,1,27.06,69,0.0,2011,8,0.49999999999999994,0.8660254037844387
2011-08-05 03:00:00,1,1,26.24,78,6.0032,2011,8,0.7071067811865475,0.7071067811865476
2011-08-05 04:00:00,1,1,26.24,78,8.9981,2011,8,0.8660254037844386,0.5000000000000001
2011-08-05 05:00:00,1,1,26.24,78,6.0032,2011,8,0.9659258262890683,0.25881904510252074
2011-08-05 06:00:00,1,1,26.24,78,8.9981,2011,8,1.0,6.123233995736766e-17
2011-08-05 07:00:00,1,1,27.06,78,8.9981,2011,8,0.9659258262890683,-0.25881904510252063
2011-08-05 08:00:00,1,1,28.7,65,15.0013,2011,8,0.8660254037844387,-0.4999999999999998
2011-08-05 09:00:00,1,1,29.52,58,7.0015,2011,8,0.7071067811865476,-0.7071067811865475
2011-08-05 10:00:00,1,1,30.34,55,8.9981,2011,8,0.49999999999999994,-0.8660254037844387
2011-08-05 11:00:00,1,2,31.16,52,16.9979,2011,8,0.258819045102521,-0.9659258262890682
2011-08-05 12:00:00,1,1,31.16,52,16.9979,2011,8,1.2246467991473532e-16,-1.0
2011-08-05 13:00:00,1,1,31.98,52,16.9979,2011,8,-0.2588190451025208,-0.9659258262890683
2011-08-05 14:00:00,1,2,31.98,52,16.9979,2011,8,-0.4999999999999997,-0.8660254037844388
2011-08-05 15:00:00,1,1,31.16,55,16.9979,2011,8,-0.7071067811865471,-0.7071067811865479
2011-08-05 16:00:00,1,1,32.8,49,16.9979,2011,8,-0.8660254037844384,-0.5000000000000004
2011-08-05 17:00:00,1,1,31.98,49,19.9995,2011,8,-0.9659258262890683,-0.25881904510252063
2011-08-05 18:00:00,1,1,31.16,52,16.9979,2011,8,-1.0,-1.8369701987210297e-16
2011-08-05 19:00:00,1,1,30.34,55,16.9979,2011,8,-0.9659258262890684,0.2588190451025203
2011-08-05 20:00:00,1,1,29.52,58,15.0013,2011,8,-0.8660254037844386,0.5000000000000001
2011-08-05 21:00:00,1,1,28.7,65,12.998,2011,8,-0.7071067811865477,0.7071067811865474
2011-08-05 22:00:00,1,1,28.7,65,15.0013,2011,8,-0.5000000000000004,0.8660254037844384
2011-08-05 23:00:00,1,1,27.88,69,15.0013,2011,8,-0.25881904510252157,0.9659258262890681
2011-08-06 00:00:00,0,1,27.06,78,12.998,2011,8,0.0,1.0
2011-08-06 01:00:00,0,1,27.06,78,11.0014,2011,8,0.25881904510252074,0.9659258262890683
2011-08-06 02:00:00,0,1,27.06,78,15.0013,2011,8,0.49999999999999994,0.8660254037844387
2011-08-06 03:00:00,0,2,27.06,78,11.0014,2011,8,0.7071067811865475,0.7071067811865476
2011-08-06 04:00:00,0,2,27.06,83,11.0014,2011,8,0.8660254037844386,0.5000000000000001
2011-08-06 05:00:00,0,1,26.24,89,6.0032,2011,8,0.9659258262890683,0.25881904510252074
2011-08-06 06:00:00,0,1,26.24,89,7.0015,2011,8,1.0,6.123233995736766e-17
